document_id,title,uploaded_at
c0bc282a-69f0-419b-8fce-67c7fedb70b2,Season 7_2 - The Deadly Sin of Lust INFJ & ESTP_enhanced.pdf,2025-10-25 02:44 PM
8e39b916-690e-49b8-92d7-3f32ba041d58,Season 7_2 - The Deadly sin of Vainglory ESFPs & INTJs_enhanced.pdf,2025-10-25 02:46 PM
6cfe939d-7659-4f3d-85f5-37e410e84a66,Season 7_2 - The Deadly Sin of Greed ISFP & ENTJ_enhanced.pdf,2025-10-25 02:46 PM
25665a91-4b61-4ca9-8411-f99325f8d783,Season 7_2 - The Deadly Sin of Envy ENTP & ISFJ_enhanced.pdf,2025-10-25 02:47 PM
62e3c31f-529c-4e2a-9ecc-3cd21af25401,Season 8 - How Do ENFJs Compare To ENFPs_ _enhanced.pdf,2025-10-25 02:47 PM
49422f63-abf7-43b2-80ce-b8f5ea41e771,Season 8 - ENTJ vs. ENTP _ Rebuttal To Eric & Opaloid _enhanced.pdf,2025-10-25 02:47 PM
5c81008c-d61d-44a1-a01e-0cb37bdb1be2,Season 8 - How Do INFJs Compare To INFPs_enhanced.pdf,2025-10-25 02:47 PM
d4e27b55-8992-4c98-a4ed-535c7ce40c52,Season 8 - How Do ESFJs Compare To ESFPs__enhanced.pdf,2025-10-25 02:47 PM
27cc8f2e-ac17-4fbe-81c5-41043ea6f4ab,Season 8 - How Do ESTJs Compare To ESTPs__enhanced.pdf,2025-10-25 02:47 PM
dc60a9d1-2fc9-47c1-aa6f-dc0a5db0966c,Season 8 - How do INTJs compare to INTPs__enhanced.pdf,2025-10-25 02:47 PM
f2bf4e4f-2bcb-49b0-a9b7-7aec56ee8216,Season 8 - How Do ISFJs Compare To ISFPs__enhanced.pdf,2025-10-25 02:48 PM
8b265689-00a9-4339-bf1b-a1303f3ce0b4,Season 8 - How Do ISTJs Compare To ISTPs__enhanced.pdf,2025-10-25 02:48 PM
3c0f5867-2d72-45f7-8691-bbe81c3b42af,Season 9 - How Do ENTJs compare to INTJs_enhanced.pdf,2025-10-25 02:49 PM
4cdbca7b-f872-4000-8343-1341e977af4f,Season 9 - How Do ESFJs Compare To ISFJs__enhanced.pdf,2025-10-25 02:49 PM
8c9ccf65-458d-48a5-94c8-9b43b62a8c48,Season 9 - How Do ENTPs compare to INTPs_enhanced.pdf,2025-10-25 02:49 PM
1a42a4ef-7ecd-44c9-9a43-b31f8341274d,Season 9 - How Do ESTJs Compare To ISTJs__enhanced.pdf,2025-10-25 02:49 PM
0f12b21d-9d0c-401e-8311-2cf93b0a8bc0,Season 9 - How Do ENFPs Compare To INFPs__enhanced.pdf,2025-10-25 02:49 PM
edf26a59-b894-425f-852d-f45c0563f2cb,Season 9 - How Do ESFPs Compare To ISFPs__enhanced.pdf,2025-10-25 02:49 PM
461ead41-c7c3-4d62-8986-44532624ae6b,Season 9 - How Do ESTPs Compare To ISTPs__enhanced.pdf,2025-10-25 02:49 PM
01c839b8-8578-4b96-86f4-3cd70035d70f,Season 9 - How Does INFJ Compare To ENFJ_ __enhanced.pdf,2025-10-25 02:50 PM
d57ca8d4-60d8-492e-81ad-146ca8064c77,Season 10 - How do INTJs Compare to INFJs?_enhanced.pdf,2025-10-25 02:50 PM
564f7e92-f4d6-48cc-9501-4202553495d3,Season 10 - How Do ESTPs Compare To ESFPs?_enhanced.pdf,2025-10-25 02:50 PM
7a4cb255-0cab-482a-bf7a-8bfbd7d8ba41,Season 10 - How Do ENTJs Compare To ENFJs?_enhanced.pdf,2025-10-25 02:51 PM
a87fa412-8dbb-48b4-a00b-f88892eaaed7,Season 10 - How Do ESTJs Compare To ESFJs?_enhanced_enhanced.pdf,2025-10-25 02:51 PM
52110a7f-f9ec-4dbc-9c7e-efc1e16af35f,Season 10 - How Do INTP's Compare To INFP's?_enhanced.pdf,2025-10-25 02:51 PM
3ebf34ca-9e18-4ed8-934b-987f31aef13b,Season 10 - How Do ISTJs Compare To ISFJs?_enhanced.pdf,2025-10-25 02:51 PM
0d96bdd4-443e-494e-9e51-4d4269a4bcf6,Season 10 - How Do ISTPs Compare to ISFPs? _enhanced.pdf,2025-10-25 02:51 PM
3eb4dd5b-d1d6-4de6-99b2-9e4b6eed7ad1,Season 10 - How Do ENTPs Compare To ENFPs? _enhanced.pdf,2025-10-25 02:51 PM
9af603c9-f3ef-49aa-a6e3-655dbf245d70,Season 11 - How Do ESTJs Compare To ENTJs?_enhanced.pdf,2025-10-25 02:52 PM
032a5bf3-1356-4311-8fa5-bb75fc09a963,Season 11 - How Do ESTPs Compare To ENTPs?_enhanced.pdf,2025-10-25 02:52 PM
0cfcae2e-531d-4aad-a5f4-b5bde204407f,Season 11 - How Do ESFJs Compare To ENFJs?_enhanced.pdf,2025-10-25 02:52 PM
e5867e28-be98-47ee-82ec-8319d8280d30,Season 11 - How Do ESFPs Compare To ENFPs?_enhanced.pdf,2025-10-25 02:55 PM
3cc8f0bc-8a3a-4c57-9db1-af74e3ca776c,Season 11 - How Do ISTPs Compare to INTPs ?_enhanced.pdf,2025-10-25 02:55 PM
3cf7c0ea-a2fc-4e95-9959-72fd9fd9c802,Season 11 - How Do ISFPs Compare To INFPs_enhanced.pdf,2025-10-25 02:55 PM
cdf9172f-2bf0-4b2e-8a9a-127886f366dc,Season 11 - How Do ISTJs Compare To INTJs? _enhanced.pdf,2025-10-25 02:55 PM
a540601f-1c67-4756-a7a5-75f656186590,Season 11 - How Do ISFJs Compare To INFJs?_enhanced.pdf,2025-10-25 02:55 PM
fa011c75-3373-4a42-8b32-b566eb8822a8,Season 12-1- What Types Are Socially Compatible With ESTPs_ _ C_enhanced.pdf,2025-10-25 02:56 PM
b2ed6df2-8a5d-4049-8c0d-4737c943a495,Season 12-1- What Types Are Socially Compatible With ENFJs_ _ C_enhanced.pdf,2025-10-25 02:56 PM
b8627b04-06cd-4885-b57b-3cc249ed0c4d,Season 12-1 - What Types Are Socially Compatible With INFJs (The Paladin)? _enhanced.pdf,2025-10-25 02:56 PM
38cdd735-a3e9-4c1d-98dc-ddc11db14ea5,Season 12-1 - What Types Are Socially Compatible With INTJs (The_enhanced.pdf,2025-10-25 02:56 PM
0d98170b-6745-424b-be1c-d5aca5756d0d,Season 12-1- What Types Are Socially Compatible With ESTJs_ _ C_enhanced.pdf,2025-10-25 02:56 PM
e9730a73-0ec9-44e6-8e08-db773b12292b,Season 12-1 - What Types are Socially Compatible with ISTP's (Th_enhanced.pdf,2025-10-25 02:57 PM
c84a6851-bde1-4644-8ac1-71a5220c9dd2,Season 12-1 - What Types Are Socially Compatible With ISTJs_ _ I_enhanced.pdf,2025-10-25 02:57 PM
c2c20473-5d34-418a-9fab-bd8295be5dc7,Season 12-1 - What Types Are Socially Compatible With ISFPs_ _ C_enhanced.pdf,2025-10-25 02:57 PM
e9ed27bd-ac8d-4e25-88d0-b7af0ca8ba4a,Season 12-1 - What Types Are Socially Compatible With ENFPs_ _ C_enhanced.pdf,2025-10-25 02:57 PM
f01e7831-beb8-413d-b2de-41636f97287c,Season 12-1 - What Types Are Socially Compatible With ENTPs (The_enhanced.pdf,2025-10-25 02:57 PM
618e892d-2e01-4245-b1dc-3bcf1f7d8f3a,Season 12-1 - What Types Are Socially Compatible With INFPs (The_enhanced.pdf,2025-10-25 02:57 PM
b79c6e6a-81a3-4a00-8d57-bb884555adb7,Season 12-1 - What Types Are Socially Compatible With ESFPs_ _ E_enhanced.pdf,2025-10-25 02:57 PM
7f128053-3bb5-4685-815e-7022b0ed24ba,Season 12-1 - What Types Are Socially Compatible With INTPs (The_enhanced.pdf,2025-10-25 02:58 PM
c7f3fb8c-cbad-4c45-96ad-3f5b37835265,Season 12-1- What Types Are Socially Compatible With ESFJs_ _ E_enhanced.pdf,2025-10-25 02:58 PM
62beb697-0fd7-403c-af60-29636a1eb89e,Season 12-1 - What Types Are Socially Compatible With ISFJs_ _ I_enhanced.pdf,2025-10-25 02:58 PM
2a8bef93-36ff-43bf-943c-1d4ab236ed06,Season 12-1- What Types Are Socially Compatible With ENTJs_ _ E_enhanced.pdf,2025-10-25 02:58 PM
fa1ef53f-e027-4027-94a6-3945d0b3abac,Season 12.2 - Optimizing ISFJ Social Skills_enhanced.pdf,2025-10-25 02:58 PM
407d79fd-c489-4796-b232-4c86916577f8,Season 12.2 - Optimizing ESTP Social Skills_enhanced.pdf,2025-10-25 02:59 PM
f317d59f-67de-41fe-bcd9-57681708598f,Season 12.2 - Optimizing INFP Social Skills_enhanced.pdf,2025-10-25 02:59 PM
f4d96892-3f53-4cfe-a6e4-a270e2299fed,Season 12.2 - Optimizing INTJ Social Skills_enhanced.pdf,2025-10-25 02:59 PM
a11a4a36-8a6b-426b-8a1b-e439525bca37,Season 12.2 - Optimizing ENFJ Social Skills_enhanced.pdf,2025-10-25 02:59 PM
e678bcbc-ca7e-43ff-b276-7859cb2a4147,Season 12.2 - Optimizing INTP Social Skills_enhanced.pdf,2025-10-25 02:59 PM
b3da1581-4de2-43ff-a9d0-fb39493d82d1,Season 12.2 - Optimizing ENTJ Social Skills_enhanced.pdf,2025-10-25 02:59 PM
78b91ce0-9874-4e7f-b49f-346abeb028a7,Season 12.2 - Optimizing ISTP Social Skills_enhanced.pdf,2025-10-25 02:59 PM
02aca22e-e19b-46dd-881d-98b1415d6a59,Season 12.2 Optimizing INFJ Social Skills_enhanced.pdf,2025-10-25 02:59 PM
75d22984-ff40-4dd5-a208-933865abe791,Season 12.2 - Optimizing ENFP Social Skills_enhanced.pdf,2025-10-25 02:59 PM
b2d1b873-e2bd-4c89-8d73-56e0d2595886,Season 12.2 - Optimizing ENTP Social Skills_enhanced.pdf,2025-10-25 03:00 PM
a0cdcee9-c8fe-4bb7-bf10-1726e7d1807c,Season 12.2 - Optimizing ESFJ Social Skills_enhanced.pdf,2025-10-25 03:00 PM
a43a7de6-ae25-4881-9ac3-d2bc8ffd3fa4,Season 12.2 - Optimizing ESFP Social Skills_enhanced.pdf,2025-10-25 03:00 PM
29f84866-01a4-487e-a2dc-f27f682e5048,Seaon 12.2 - Optimizing ISTJ Social Skills_enhanced.pdf,2025-10-25 03:00 PM
73de0943-6d6a-4364-bfe3-f3942ab55d57,Season 12.2 - Optimizing ESTJ Social Skills & Typing Random People_enhanced.pdf,2025-10-25 03:00 PM
3f740914-cb96-4a31-adb8-eede3a193344,Season 12.2 - Optimizing ESTP Social Skills_enhanced.pdf,2025-10-25 03:03 PM
228919dc-8618-461e-8509-7198931b9d55,Season 14.1 - Unveiling the Golden Pairs -ESTP & ISTJ_enhanced.pdf,2025-10-25 03:03 PM
6fce1bfa-9b6a-4dd0-a188-6ee5962824c0,Season 14.1 - Unveiling the Golden Pairs - ENFP & INFJ_enhanced.pdf,2025-10-25 03:03 PM
3f3e3be1-217c-4089-a0f5-1d461ac45f1b,Season 14.1 - Unveiling the Golden Pairs - ESFP & ISFJ_enhanced.pdf,2025-10-25 03:03 PM
0cdb6844-c0f6-4831-8f54-3cd981a89ab6,Season 14.1 - Unveiling the Golden Pairs - ENTP & INTJ _ Season 1_enhanced.pdf,2025-10-25 03:04 PM
2df00481-6eb3-4ed0-85f9-a74f5373ffc3,Season 14.1 - Unveiling the Golden Pairs - ESFJ & ISFP_enhanced.pdf,2025-10-25 03:04 PM
30d0befa-07fe-4eaf-aa5b-6c04bfdee925,Season 14.1 - Unveiling the Golden Pairs - ENTJ & INTP_enhanced.pdf,2025-10-25 03:04 PM
787588f6-1347-457f-ac44-5cad5401a258,Season 14.1 - Unveiling the Golden Pairs - ENFJ & INFP_enhanced.pdf,2025-10-25 03:04 PM
ae640d3b-ce30-4519-9b1e-3f53f2ea7b05,Season 14.1 - Unveiling the Golden Pairs - ESTJ & ISTP_enhanced.pdf,2025-10-25 03:04 PM
0eafcf97-795b-49b5-b95f-8e7ce778f83f,Season 14.2 - Pedagogue Pairs - ENFJ & INTP_enhanced-2.pdf,2025-10-25 03:05 PM
0f336497-d51a-440a-8319-818a99b6177e,Season 14.2 - Pedagogue Pairs - ESFJ & ISTP_enhanced.pdf,2025-10-25 03:05 PM
18e95f56-e026-4ece-9e7d-20d0ae03e5d1,Season 14.2 - Pedagogue Pairs - ESTJ & ISFP_enhanced.pdf,2025-10-25 03:05 PM
dd431fab-9103-4704-bc69-eca544a805bc,Season 14.2 - Pedagogue Pairs - ESFP & ISTJ_enhanced.pdf,2025-10-25 03:05 PM
0704b4ed-7890-40cd-b918-ea2c058412ac,Season 14.2 - Pedagogue Pairs - ENTJ & INFP_enhanced.pdf,2025-10-25 03:05 PM
fe11b313-f05a-4e81-8a12-fe744e793b5c,Season 14.2 - Pedagogue Pairs - ENFP & INTJ_enhanced-2.pdf,2025-10-25 03:05 PM
49b50fec-e96b-42ac-befb-0a2e73bb6140,Season 14.2 - Pedagogue Pairs - ENTP & INFJ_enhanced.pdf,2025-10-25 03:05 PM
8d4a6a25-7ab4-4351-a62b-2656613e2b43,Season 14.2 - Pedagogue Pairs - ESTP & ISFJ_enhanced.pdf,2025-10-25 03:05 PM
b9ddb9dd-2f8a-489c-a323-afa40eaedd23,Season 14.3 - Unveiling the Bronze Pairs - ENFP & ISTP_enhanced.pdf,2025-10-25 03:06 PM
85cd1a5e-cf8a-4115-9ffb-8fbf86d7d1c6,Season 14.3 - Unveiling the Bronze Pairs - ENTJ & ISFJ_enhanced.pdf,2025-10-25 03:06 PM
2c04bbc2-12f0-431f-a735-23907aa92827,Season 14.3 - Unveiling the Bronze Pairs - ESTJ & INFJ_enhanced.pdf,2025-10-25 03:06 PM
af1e6580-dbf5-4fea-bc88-67b293ced122,Season 14.3 - Unveiling the Bronze Pairs - ESTP & INFP_enhanced.pdf,2025-10-25 03:07 PM
9e5bda57-b052-47bc-a9b2-aec14a10d316,Seaon 14.3 - Unveiling the Bronze Pairs - ESFP & INTP_enhanced.pdf,2025-10-25 03:07 PM
2c953c1d-3882-473f-bd7b-04ffab86e10c,Season 14.3 - Unveiling the Bronze Pairs - ESFJ & INTJ_enhanced.pdf,2025-10-25 03:07 PM
dfab992f-58df-43f5-9036-0638911a8a18,Season 14.3 - Unveiling the Bronze Pairs - ENFJ & ISTJ_enhanced.pdf,2025-10-25 03:07 PM
e71187b7-cbc3-412c-a217-c2c3c692fd46,Season 14.3 - Unveiling the Bronze Pairs - ENTP & ISFP_enhanced.pdf,2025-10-25 03:07 PM
ce2b97f3-5fee-4904-ab27-b5a4805eb790,Season 14.4 - ESFJ & INTP Duality Pairs_enhanced.pdf,2025-10-25 03:08 PM
573f9dab-cb3d-492c-bee7-998ee0fdf10d,Season 14.4 - ESTP & INFJ Duality Pairs_enhanced.pdf,2025-10-25 03:08 PM
054f4117-f83b-41bc-a98b-195319fc4361,Season 14.4 - ENTJ & ISFP Duality Pairs_enhanced.pdf,2025-10-25 03:08 PM
3a8b40af-a981-4a70-a106-2feaee8d73cd,Season 14.4 - ENFJ & ISTP Duality Pairs_enhanced.pdf,2025-10-25 03:08 PM
80f37a9f-1f95-46d8-ab4b-eaafb6d2e0ef,Season 14.4 - ESTJ & INFP? Maybe if you've got something to teac_enhanced.pdf,2025-10-25 03:08 PM
1e5d992a-fbe0-4a28-bb58-ccf0f71be4be,Season 14.4 - Did I Change My Mind About Socionics?  | CS Joseph_enhanced.pdf,2025-10-25 03:08 PM
